data,Consumo tratado,Tendência,Ciclo,Sazonalidade,Resíduo,Tendência-ciclo STL
2021-02-01,550.39231074986,666.461325396252,2.0620637439901657,-91.38662422148806,-26.744454168894094,668.5233891402422
2021-03-01,663.1,669.9533652483411,2.641421632085212,-14.817942665784903,5.323155785358608,672.5947868804263
2021-04-01,636.1,673.4574473779336,3.1713884889422843,-53.96520208620671,13.436366219330807,676.6288358668759
2021-05-01,672.4,676.9731228356221,3.621740385514954,-34.0881010227806,25.893237801643522,680.5948632211371
2021-06-01,703.3,680.4999671425898,3.9543129781155812,8.159104737037236,10.686615142257438,684.4542801207053
2021-07-01,775.8,684.0375837655471,4.132315497763216,96.40132051384316,-8.771219777153533,688.1698992633103
2021-08-01,760.7,687.5856066828788,4.069055509078453,104.33108899821558,-35.285751190172846,691.6546621919573
2021-09-01,694.7,691.1437017581204,3.747821915344616,3.570453592692895,-3.761977266157828,694.891523673465
2021-10-01,660.3,694.7115662518404,3.2510330794580113,-39.911556576993924,2.2489572456954647,697.9625993312984
2021-11-01,671.8,698.2889263429864,2.6803173336386408,-25.856994684720426,-3.312248991904653,700.9692436766251
2021-12-01,738.1142200392474,701.8755332956381,2.092508294861773,39.38759213515293,-5.241413686405394,703.9680415904999
2022-01-01,723.2,705.4711590553359,1.5560780217200545,4.975954719433765,11.196808203510386,707.0272370770559
2022-02-01,623.5,709.0755917135174,1.1017913021730692,-90.24224799712397,3.564864981433516,710.1773830156905
2022-03-01,694.4,712.6886313683951,0.7241745305693712,-14.767692960829507,-4.24511293813498,713.4128058989645
2022-04-01,636.2,716.3100866196577,0.38115331268591035,-59.13450657166995,-21.356733360673616,716.6912399323436
2022-05-01,671.6,719.93977165476,0.015967311616918778,-37.104775417666865,-11.250963548710047,719.9557389663769
2022-06-01,745.1,723.5775036021549,-0.38504107451001346,9.58076345251161,12.32677401984347,723.1924625276449
2022-07-01,832.4,727.2230997135,-0.7777528250207979,104.31330557384892,1.6413475376718907,726.4453468884792
2022-08-01,852.0,730.8763742694568,-1.1126516584710089,114.44684511299836,7.789432276015759,729.7637226109858
2022-09-01,709.2,734.5371355495076,-1.3698236835830357,6.111531440162607,-30.07884330608715,733.1673118659246
2022-10-01,683.4,738.2051832478595,-1.6080290260154015,-44.591505761955865,-8.605648459888243,736.5971542218441
2022-11-01,682.8,741.8803064890924,-1.8527644285626366,-31.022294802742245,-26.205247257787505,740.0275420605298
2022-12-01,785.9149345689436,745.5622819901548,-2.037042777643819,42.214401279629264,0.17529407680342501,743.525239212511
2023-01-01,688.4,749.2508721719737,-2.108499360593555,-3.3303775119735524,-55.41199529940661,747.1423728113801
2023-02-01,687.3319158746071,752.9458237375532,-2.1307575562669854,-88.93574102808068,25.452590721401634,750.8150661812862
2023-03-01,736.9,756.646867120612,-2.1829954482062703,-14.621441832171026,-2.942429840234695,754.4638716724057
2023-04-01,690.1,760.3537163138385,-2.252965330518009,-64.3703418944801,-3.630409088840338,758.1007509833205
2023-05-01,722.2,764.0660684658203,-2.2200897939388824,-40.10760823697059,0.46162956508919706,761.8459786718814
2023-06-01,775.1,767.7836033411531,-1.9481547525379028,11.039244919515522,-1.774693508130781,765.8354485886152
2023-07-01,888.8,771.5059835741106,-1.4554409009682558,112.4056868993649,6.3437704274927,770.0505426731423
2023-08-01,886.1,775.2328567669078,-0.861438612563461,124.7012595914441,-12.972677745788474,774.3714181543444
2023-09-01,781.1,778.963859291506,-0.2858434567808672,8.652304216069988,-6.230320050795058,778.6780158347251
2023-10-01,741.9,782.698620872963,0.27261468364145003,-49.36044923776628,8.289213681161755,782.9712355566045
2023-11-01,763.0,786.4367690307548,0.8605775360853158,-36.20857644558219,11.911229878742006,787.2973465668401
2023-12-01,836.8112517134059,790.1779333878651,1.4651257375463729,45.09933350852368,0.06885907947071246,791.6430591254115
2024-01-01,775.4228850080989,793.9217502075367,1.9218496526835906,-12.15163664107255,-8.26907821104885,795.8435998602203
2024-02-01,711.1026156794779,797.6678670579951,2.3002438345857854,-87.50959487045264,-1.3559003426503295,799.9681108925809
2024-03-01,794.2,801.4159463365526,2.6578690985569438,-14.374706678060202,4.500891242950729,804.0738154351095
2024-04-01,741.2,805.1656681893163,3.008370557638955,-69.65295100146466,2.6789122545094415,808.1740387469553
2024-05-01,775.1,808.9167332706428,3.3533519925401833,-42.976242884621634,5.806157621438729,812.270085263183
2024-06-01,820.5,812.6688654476244,3.691491491375018,12.370002648110127,-8.230359587109547,816.3603569389994
2024-07-01,939.6,816.421814461983,4.020698285606272,120.70796792656759,-1.5504806741568018,820.4425127475893
2024-08-01,964.9,820.1753585391714,4.341233011708027,135.05554322842278,5.327865220697731,824.5165915508794
2024-09-01,847.5,823.9293069285485,4.653720316891395,11.268109608457364,7.648863146102713,828.5830272454399
2024-10-01,774.2,827.6835023766417,4.956687464967899,-54.175723129968716,-4.264466711640921,832.6401898416096
2024-11-01,784.9,831.4378235383141,5.246804927058633,-41.45904035024871,-10.325588115123992,836.6846284653727
2024-12-01,891.0036445334006,835.192187314473,5.522837502425318,48.07940888727649,2.2092108292257535,840.7150248168983
